display_first_last,classification,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,ast/tov,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,height_wo_shoes,height_w_shoes,weight,wingspan,standing_reach,body_fat_pct
Willie Warren,BUST,21,53.6,101.7,29.6,50.0,56.73,2.4,9.6,28.2,23.6,101,127,0.795,76,145,0.524,30,97,0.309,0.2,1.8,52.5,2,3.65144,117.88,2.9,1.07499674,109.865,105.003,2.35241,105.325,1.96716,3.238,-1.27084,2.67541,31.9048,3.15863,-0.483223,0.6667,2.619,3.2857,4.0952,1.0,0.0476,16.3333,74.5,75.75,208.4,78.0,99.5,7.6
Shelvin Mack,SOLID,37,79.4,107.1,27.9,49.0,53.25,2.7,14.3,25.1,16.9,120,156,0.769,107,237,0.451,85,242,0.351,0.3,1.4,32.6,3,4.02315,121.432,2.2,1.41756451,100.157,96.6054,3.34166,195.04,5.48578,4.54418,0.941604,6.33506,32.1892,5.59095,0.744108,0.7297,3.7568,4.4865,3.4865,0.7297,0.0811,15.9189,73.0,74.5,209.0,79.5,96.5,7.1
Jon Leuer,SOLID,34,83.1,116.8,29.4,52.6,56.8,6.5,22.6,12.8,11.3,113,134,0.843,173,337,0.513,54,146,0.37,3.1,1.0,27.7,4,6.02112,137.105,2.6,1.03708601,98.659,91.8777,4.04456,196.596,6.9244,5.3846,1.5398,8.76528,33.5,7.50485,1.26043,1.6765,5.5588,7.2353,1.6471,0.5,0.8824,18.2647,82.0,83.5,223.2,84.0,105.5,5.4
Travis Leslie,SOLID,33,78.7,114.0,24.8,51.0,56.05,12.2,13.6,20.6,16.7,109,136,0.801,164,317,0.517,13,43,0.302,2.0,2.3,37.8,3,4.41856,125.394,2.4,1.36620961,97.1049,93.3879,3.66211,192.479,8.53735,5.89549,2.64186,8.40951,32.1818,6.57447,1.83505,3.2121,3.9697,7.1818,2.9394,1.2121,0.6061,14.4242,75.0,76.25,205.0,82.5,103.0,8.1
Kawhi Leonard,STAR,34,79.6,108.7,27.7,46.3,50.78,11.4,25.9,16.4,15.1,110,145,0.759,175,371,0.472,23,81,0.284,1.9,2.8,32.1,2,4.36317,123.31,3.1,1.15998007,85.3916,81.558,5.15728,263.03,8.2352,3.75988,4.47532,8.27578,33.0,5.00299,3.27279,3.1765,7.5294,10.7059,2.5588,1.4706,0.5882,15.5588,78.0,79.0,227.4,87.0,106.0,5.4
Kemba Walker,STAR,41,92.4,117.8,31.5,47.8,54.3,3.9,11.5,28.0,11.8,258,315,0.819,241,512,0.471,75,227,0.33,0.5,3.1,42.6,3,7.49948,143.405,1.5,1.9784861,97.6871,91.1048,4.59401,280.051,11.104,9.07703,2.02696,12.3485,37.6341,9.21951,3.12896,1.2927,4.1463,5.439,4.4878,1.878,0.1707,23.5366,71.5,73.0,184.0,75.5,91.5,5.9
Iman Shumpert,SOLID,31,79.4,107.1,28.7,45.4,51.72,5.8,16.4,25.7,14.6,141,175,0.806,135,285,0.474,42,151,0.278,0.7,5.0,40.1,3,4.23152,123.342,3.5,1.5000001,91.788,88.6926,4.21159,225.934,8.39649,5.09881,3.29768,9.1732,32.0,5.2283,3.9449,1.7419,4.1935,5.9355,3.4839,2.7419,0.1935,17.3226,76.25,77.5,221.8,81.5,99.5,6.5
Darius Morris,BUST,34,86.4,108.5,29.5,50.6,54.36,3.3,10.9,43.9,18.7,106,148,0.716,178,335,0.531,15,61,0.246,0.1,1.9,37.4,2,5.1612,127.989,2.5,2.20790428,101.434,93.5764,3.99721,188.912,6.6565,4.94817,1.70833,5.80448,34.7941,4.28365,1.52083,0.9118,3.1176,4.0294,6.5588,1.0,0.0294,14.9118,75.25,77.25,190.0,79.5,102.0,5.3
Markieff Morris,SOLID,38,60.7,118.0,25.2,62.7,64.16,13.9,24.7,11.0,19.0,103,153,0.673,170,272,0.625,25,59,0.424,4.9,1.9,46.2,3,3.81565,130.2,4.7,0.67947974,87.4686,82.7681,3.72177,223.462,10.6049,5.65606,4.94879,9.37206,24.3684,6.16321,3.20885,2.7105,5.6053,8.3158,1.3947,0.7895,1.1316,13.6316,79.75,81.25,240.8,82.75,106.5,10.2
E'Twaun Moore,SOLID,34,84.4,112.1,26.8,51.8,54.55,5.1,12.5,20.9,11.9,100,141,0.709,151,319,0.473,70,175,0.4,1.6,2.2,28.5,4,5.07602,128.26,2.5,1.77052561,93.8872,88.3413,4.51998,210.854,9.05063,6.40941,2.64122,9.36297,33.8824,6.94046,2.42252,1.5,3.6471,5.1471,3.1765,1.2059,0.5294,18.0,74.5,76.0,191.4,81.5,99.5,7.6
Malcolm Thomas,BUST,35,76.7,110.5,22.0,53.5,56.17,11.2,19.1,14.1,19.0,97,154,0.63,148,270,0.548,2,12,0.167,7.2,0.9,54.6,4,3.442,117.243,3.0,1.08336977,89.9748,86.1698,4.34113,217.416,8.53213,2.47692,6.05521,7.70348,30.9143,3.74381,3.95968,2.9143,5.2,8.1143,2.2286,0.4286,2.1143,11.4,79.5,80.75,223.0,84.5,107.5,5.9
Andrew Goudelock,BUST,37,88.0,113.6,33.1,54.9,57.5,2.3,9.9,26.4,16.3,110,134,0.821,187,377,0.496,131,322,0.407,0.5,1.5,19.2,4,5.77155,132.194,2.0,1.31932084,104.713,104.361,2.75546,204.986,3.82596,5.92043,-2.09447,6.30415,35.1892,7.66592,-1.36177,0.6757,3.1892,3.8649,4.2432,0.8919,0.1892,23.7027,73.25,74.75,197.6,76.25,96.5,9.9
Tobias Harris,SOLID,34,72.5,109.5,25.9,48.9,53.96,7.5,20.6,10.4,14.3,128,170,0.753,162,326,0.497,23,76,0.303,3.4,1.4,42.3,1,3.86035,123.298,2.8,0.7096792,97.8243,91.867,3.5272,197.759,4.80112,2.71068,2.09044,6.7151,29.2059,5.33543,1.37966,1.9706,5.2941,7.2647,1.2941,0.7059,0.8529,15.3235,78.5,79.75,222.8,83.0,103.5,8.4
Norris Cole,SOLID,34,90.2,112.9,32.8,47.0,54.83,2.5,16.7,38.0,14.3,221,259,0.853,189,407,0.464,46,142,0.324,0.3,3.7,47.2,4,6.04041,133.163,2.8,1.94738903,93.3699,91.3968,4.44932,258.227,9.55658,6.99107,2.56551,10.1645,36.0882,6.90038,3.26417,0.7647,5.1176,5.8824,5.4412,2.1765,0.0882,21.6765,72.25,73.75,174.4,74.25,95.5,4.7
Nolan Smith,BUST,37,85.1,114.0,30.8,50.8,56.4,4.1,10.1,30.3,17.3,187,230,0.813,203,405,0.501,57,163,0.35,0.2,2.0,40.5,4,6.14746,136.992,2.3,1.60168696,94.9421,90.2798,4.32707,221.453,7.92525,6.5307,1.39455,9.04699,34.027,7.42587,1.62112,1.1892,3.2973,4.4865,5.1081,1.2162,0.0811,20.6486,73.5,75.5,187.6,77.5,99.0,5.6
Justin Harper,SOLID,37,79.1,121.3,24.7,61.8,64.17,6.5,18.6,8.9,12.1,94,118,0.797,168,287,0.585,77,172,0.448,4.0,1.2,25.7,4,5.06887,131.119,2.8,0.76788899,95.0436,92.7825,3.81102,221.09,7.16881,5.51562,1.65319,9.26679,31.8378,8.10676,1.16003,1.6757,5.2432,6.9189,1.1622,0.6216,1.2162,17.8649,80.0,80.75,228.0,83.75,106.0,4.0
Tyler Honeycutt,BUST,33,83.9,97.9,21.7,48.3,51.93,5.3,17.8,16.8,23.6,78,106,0.736,89,203,0.438,55,152,0.362,5.6,1.5,29.9,2,2.33011,104.348,1.8,0.930007,95.3301,90.2386,4.40193,234.231,6.56028,1.36769,5.19259,6.53801,34.9697,3.25031,3.2877,1.5152,5.697,7.2121,2.8182,0.8788,2.0606,12.7576,78.75,80.25,186.8,81.0,105.0,5.3
Jimmy Butler,STAR,37,86.3,122.0,21.2,51.6,58.67,8.2,12.0,13.2,11.6,188,240,0.783,167,324,0.515,20,58,0.345,1.1,2.4,62.8,4,5.34463,129.53,1.5,1.59253177,101.483,95.5339,3.76171,229.305,8.14842,6.26759,1.88083,8.54764,34.6486,6.89473,1.65292,2.4324,3.6486,6.0811,2.3243,1.4324,0.3514,15.7297,78.0,79.75,222.2,79.5,101.5,5.4
Alec Burks,SOLID,37,78.2,116.2,32.1,49.8,57.71,9.1,14.7,19.8,15.0,245,298,0.822,215,421,0.511,28,95,0.295,1.0,2.0,57.8,2,5.79718,138.341,3.0,1.13404034,105.007,101.415,2.76887,212.053,5.84106,6.3762,-0.535146,7.23727,31.5946,7.64884,-0.411573,2.3514,4.1081,6.4595,2.973,1.0811,0.2973,20.5135,77.0,78.0,192.6,82.0,103.5,5.1
Chandler Parsons,SOLID,36,81.1,110.3,20.1,54.6,55.14,7.3,19.3,21.6,20.3,54,97,0.557,112,206,0.544,43,117,0.368,1.3,1.7,30.0,4,3.5965,116.025,2.2,1.67902226,95.262,90.6999,4.1897,232.775,8.60912,5.0632,3.54592,7.65528,34.1389,4.95164,2.70364,2.0556,5.6944,7.75,3.7778,0.9444,0.4167,11.3056,80.75,81.75,221.2,81.5,104.5,7.0
Kyrie Irving,STAR,11,20.5,130.5,27.2,61.5,69.7,2.3,10.6,29.8,18.6,64,71,0.901,37,65,0.569,18,39,0.462,1.8,3.0,68.3,1,6.12884,149.048,3.0,1.74076183,91.7011,87.1588,3.80115,61.4034,12.1928,9.40502,2.78781,13.8646,27.5455,9.48637,4.37825,0.5455,2.8182,3.3636,4.2727,1.4545,0.5455,17.4545,73.75,75.5,191.0,76.0,99.0,10.2
Charles Jenkins,BUST,32,92.4,123.2,28.7,57.7,62.93,1.6,8.6,31.3,12.8,179,217,0.825,176,317,0.555,63,152,0.414,1.8,2.7,46.3,4,6.65016,136.761,2.1,2.11262838,107.807,106.346,2.6405,192.184,7.09443,8.32456,-1.23013,9.82813,37.4062,8.91582,0.912311,0.5,2.7188,3.2188,4.6875,1.6562,0.625,22.5,73.5,75.25,216.4,79.5,96.5,4.3
Brandon Knight,SOLID,38,89.4,107.8,26.7,50.8,55.28,2.2,10.2,23.4,19.8,136,171,0.795,130,282,0.461,87,231,0.377,0.6,1.1,33.3,1,4.73173,123.069,2.4,1.32499436,100.305,94.5951,4.01095,204.602,4.48048,4.60756,-0.127072,4.58458,35.8684,4.36431,0.220269,0.6579,3.3684,4.0263,4.1842,0.6579,0.2105,17.2895,73.5,75.25,176.8,78.75,98.5,4.2
Josh Selby,BUST,26,34.8,94.4,23.3,46.1,48.91,2.4,9.7,17.8,24.4,28,37,0.757,38,99,0.384,34,94,0.362,0.2,2.3,19.2,1,1.24352,102.592,3.3,1.05656117,95.7003,89.8294,2.61153,93.2253,1.78194,0.58804,1.1939,1.55024,20.3846,0.136406,1.41383,0.3846,1.8462,2.2308,2.1538,0.8077,0.0385,7.9231,73.75,75.0,194.6,77.25,98.0,7.9
Cory Joseph,SOLID,36,80.4,110.9,16.8,50.3,52.57,2.2,9.5,17.3,16.1,51,73,0.699,84,196,0.429,52,126,0.413,0.9,1.9,22.7,1,2.82601,110.246,2.2,2.01853339,94.0606,89.5381,4.17314,198.743,6.62528,3.74323,2.88205,5.54717,32.3889,2.52065,3.02652,0.6389,2.9167,3.5556,3.0278,1.0278,0.3056,10.4167,74.0,75.25,186.2,77.5,99.0,9.7
Nikola Vucevic,STAR,34,87.0,115.9,25.1,53.9,57.8,9.8,25.6,11.0,12.1,123,163,0.755,186,343,0.542,29,83,0.349,4.4,0.9,38.3,3,5.23004,128.258,3.2,0.93100417,93.3056,88.3293,4.65874,244.636,8.27907,4.1751,4.10397,8.82136,34.9118,6.33822,2.48314,2.8529,7.4412,10.2941,1.5882,0.5294,1.3824,17.1176,82.25,83.75,259.8,88.5,112.5,6.1
Chris Singleton,BUST,28,59.6,102.7,23.6,49.5,53.06,8.2,17.0,8.9,18.2,84,126,0.667,89,191,0.466,35,95,0.368,5.9,3.9,44.1,3,2.61148,110.93,4.4,0.54098959,83.4244,80.083,4.70452,205.469,8.62793,2.09894,6.52899,8.26476,29.0714,2.98325,5.28151,2.0714,4.75,6.8214,1.1786,1.9643,1.4643,13.1071,79.75,81.0,230.2,85.0,103.5,7.4
DeAndre Liggins,SOLID,38,78.8,106.5,15.9,49.2,52.25,2.2,11.8,14.2,17.3,68,105,0.648,76,172,0.442,36,92,0.391,2.3,2.3,39.8,3,2.24478,105.463,3.1,1.74540555,95.8686,90.4115,3.99153,220.706,6.25092,2.90719,3.34373,4.90757,31.6053,1.1657,3.74188,0.5789,3.4474,4.0263,2.5263,1.2105,0.7368,8.6316,77.0,78.25,202.2,83.0,103.5,5.0
Klay Thompson,STAR,34,83.0,107.6,31.9,52.5,57.37,2.6,14.0,25.0,17.8,155,185,0.838,142,305,0.466,98,246,0.398,3.1,2.8,33.6,3,5.10318,127.806,3.4,1.10433421,95.6906,90.6275,4.32507,240.14,8.36312,5.57615,2.78698,9.38485,34.6765,6.81102,2.57382,0.7353,4.5,5.2353,3.7353,1.6471,0.9412,21.5588,77.75,79.25,205.6,81.0,103.5,8.0
Tristan Thompson,SOLID,31,80.4,118.2,24.2,56.2,64.06,1.9,9.4,11.3,16.7,185,221,0.837,85,175,0.486,64,147,0.435,0.4,1.0,68.6,4,4.11385,121.79,2.4,0.77140071,107.239,111.065,1.77021,154.625,1.16855,4.00529,-2.83674,3.56634,32.2903,5.31581,-1.74947,0.4839,2.7742,3.2581,1.7419,0.5806,0.129,17.6452,79.5,80.75,227.4,85.25,108.5,6.2
Keith Benson,BUST,34,81.0,114.5,24.1,55.4,57.89,9.1,24.3,6.0,13.3,150,236,0.636,217,391,0.555,8,22,0.364,9.8,1.4,57.1,4,3.8947,119.589,3.8,0.5538236,98.1106,95.6684,3.51227,275.835,5.21208,1.71707,3.49501,5.39796,32.5,3.50012,1.89784,2.5588,7.5588,10.1176,1.0588,0.7941,3.5882,17.8824,82.0,83.0,217.0,87.75,109.5,6.1
Tony Wroten,BUST,35,75.3,95.7,32.1,45.3,48.83,8.0,9.8,24.5,21.8,154,264,0.583,189,391,0.483,9,56,0.161,1.2,3.5,59.1,1,2.94965,112.563,3.5,0.98485972,97.047,93.6772,3.41557,215.125,4.17926,1.85641,2.32285,4.00112,30.3429,2.30166,1.69946,2.2857,2.7429,5.0286,3.7143,1.8857,0.3714,15.9714,76.75,78.0,203.2,81.0,101.0,5.2
Miles Plumlee,SOLID,34,50.9,117.3,17.6,61.0,62.05,16.6,22.7,5.1,20.0,48,76,0.632,89,146,0.61,0,0,0.0,4.2,1.5,52.1,4,2.45494,119.113,4.5,0.42855988,94.9681,89.8214,2.5794,152.76,6.31222,3.27953,3.03269,5.34687,20.5,3.67006,1.67681,2.9118,4.2059,7.1176,0.5294,0.5294,0.9412,6.6471,82.5,83.75,252.4,84.75,105.5,11.4
Andre Drummond,STAR,34,70.3,100.7,20.8,53.8,50.93,14.2,15.5,3.4,16.0,26,88,0.295,157,290,0.541,0,2,0.0,9.9,1.8,30.1,1,2.16691,106.547,3.1,0.28847914,95.5401,90.5331,3.4961,200.006,5.56709,0.789686,4.7774,4.32984,28.4412,1.78075,2.5491,3.3529,4.2059,7.5588,0.4412,0.8235,2.7059,10.0,81.75,83.75,278.6,90.25,109.5,7.5
Scott Machado,SOLID,33,87.7,121.2,23.2,55.9,60.52,3.1,12.9,44.2,22.2,99,122,0.811,115,214,0.537,40,99,0.404,0.6,2.5,39.0,4,5.00189,125.432,2.9,3.02780559,100.164,100.455,3.1525,231.76,6.21459,5.92048,0.294112,6.93736,35.4848,5.63838,1.29898,0.9091,4.0303,4.9394,9.9091,1.6061,0.2121,13.6061,73.0,74.0,205.8,76.0,94.5,5.8
Quincy Acy,SOLID,37,74.6,116.7,19.2,57.1,62.87,10.7,18.6,6.5,19.9,132,170,0.776,145,257,0.564,3,5,0.6,6.5,1.8,64.9,4,3.73017,120.367,4.2,0.52113189,94.3303,89.5366,3.81235,233.362,8.23581,3.55773,4.67808,5.96114,29.9459,3.12705,2.83409,2.5946,4.8649,7.4595,1.0,0.9189,1.8108,11.6486,78.5,79.75,223.8,86.75,106.5,7.1
Kim English,BUST,35,83.6,120.8,18.9,64.0,65.84,3.4,11.9,8.6,16.0,87,120,0.725,93,158,0.589,78,170,0.459,0.9,2.3,36.6,4,4.48006,122.944,2.8,0.94916057,100.87,97.7854,3.31557,201.059,7.17425,6.4108,0.763449,6.17018,33.5714,5.52157,0.648612,0.8571,3.3714,4.2286,1.6,1.2857,0.2857,14.4857,76.5,77.75,192.0,78.5,98.0,4.3
Henry Sims,BUST,32,68.6,100.4,28.7,45.7,52.24,8.3,17.3,26.4,23.0,117,162,0.722,129,281,0.459,0,1,0.0,5.5,1.3,57.4,4,3.07509,116.637,3.9,1.15057468,90.3295,85.6473,3.87632,174.463,5.67824,0.829829,4.84841,5.84092,27.875,2.29764,3.54327,1.7812,4.2812,6.0625,3.3438,0.5938,1.3438,11.7188,82.0,83.75,241.2,88.0,108.0,7.7
Jeremy Lamb,SOLID,34,92.1,115.4,22.2,55.6,58.95,3.0,11.1,10.1,15.0,98,121,0.81,146,243,0.601,71,211,0.336,1.7,2.1,26.7,2,5.10145,124.267,1.8,0.85294998,101.528,96.2073,3.85197,207.755,6.13466,5.05687,1.07779,7.13317,37.2353,5.58128,1.55189,0.9412,3.9412,4.8824,1.7059,1.2353,0.6176,17.7353,76.0,77.25,179.2,83.0,102.0,4.5
Doron Lamb,BUST,40,78.1,127.4,18.1,57.7,62.42,1.5,7.7,8.8,11.6,123,149,0.826,99,206,0.481,76,163,0.466,0.2,0.9,40.4,2,4.9904,130.406,2.3,1.36363633,99.2084,94.3869,3.46308,165.412,6.18418,6.58249,-0.398314,6.27721,31.225,5.20639,1.07082,0.375,2.325,2.7,1.5,0.475,0.05,13.725,75.25,76.75,199.4,78.75,98.5,6.7
John Henson,SOLID,35,66.8,107.4,21.9,50.0,50.51,9.1,25.1,8.0,11.0,69,135,0.511,205,410,0.5,0,0,0.0,9.6,1.1,32.9,3,3.01983,114.347,2.2,0.97775533,85.5966,81.493,4.51549,270.434,9.29592,1.93911,7.35681,8.4478,29.1143,3.96186,4.48594,2.5429,7.4,9.9429,1.2571,0.5714,2.8857,13.6857,81.0,82.5,216.0,89.0,112.0,8.6
Fab Melo,BUST,30,51.4,110.3,17.1,56.6,58.06,12.3,13.5,5.0,20.0,38,60,0.633,98,173,0.566,0,0,0.0,13.0,1.2,34.7,2,2.25618,110.02,4.5,0.48838344,92.5235,88.6898,3.30974,147.639,8.90408,1.68978,7.2143,4.24865,25.4333,0.659482,3.58917,2.6667,3.1667,5.8333,0.7,0.5,2.9333,7.8,82.75,84.0,255.0,86.5,110.0,9.2
Michael Kidd-Gilchrist,SOLID,40,77.8,111.8,21.3,51.1,57.05,10.3,16.1,10.8,19.6,143,192,0.745,147,275,0.535,13,51,0.255,2.8,1.9,58.9,1,3.81007,119.626,3.1,0.86206898,90.971,86.5498,4.29842,242.953,8.18856,5.00434,3.18423,6.73574,31.125,3.86278,2.87296,2.575,4.85,7.425,1.875,0.975,0.925,11.9,77.75,79.5,232.8,84.0,104.5,7.0
Kris Joseph,BUST,37,80.3,110.6,21.3,48.6,53.38,5.5,10.8,8.7,13.2,117,157,0.745,113,242,0.467,51,148,0.345,2.2,2.6,40.3,4,3.74468,117.959,2.1,1.01816344,95.3043,90.5505,3.98841,206.146,5.58127,4.05379,1.52748,5.36668,32.2162,3.98569,1.38099,1.5135,3.1892,4.7027,1.5135,1.3514,0.6216,13.4054,78.0,79.0,215.0,83.0,104.0,8.6
Jared Sullinger,BUST,37,72.0,117.8,27.3,53.8,59.11,12.5,24.0,8.6,13.7,175,228,0.768,212,399,0.531,16,40,0.4,4.0,2.3,51.9,2,5.35069,135.153,3.9,0.64787114,85.165,79.3279,4.95219,259.854,10.0557,5.46551,4.59023,10.5424,30.3514,7.08523,3.45719,3.1351,6.0541,9.1892,1.2432,1.1622,1.0541,17.4865,79.75,81.0,268.2,85.25,105.5,10.7
Jared Cunningham,BUST,35,85.9,106.8,25.3,50.2,56.28,3.5,9.6,15.7,18.3,193,263,0.734,144,287,0.502,49,146,0.336,1.3,4.1,60.7,3,3.8179,116.38,2.8,0.98037266,99.5861,97.6663,3.41875,245.127,4.10233,3.48573,0.616603,4.4547,35.0857,3.26694,1.18776,1.0286,2.8286,3.8571,2.8571,2.5714,0.4286,17.9429,75.5,77.0,187.6,78.5,98.0,3.6
Festus Ezeli,BUST,26,41.4,99.2,25.7,53.9,56.7,13.0,17.4,2.9,22.7,84,139,0.604,89,165,0.539,0,0,0.0,9.0,1.1,84.2,4,2.31139,113.208,5.4,0.13793259,94.3157,88.3681,3.04194,125.658,3.13961,-0.768399,3.90801,2.71148,23.1923,-0.116285,2.82777,2.3846,3.5385,5.9231,0.3077,0.4231,2.0,10.0769,81.75,83.5,264.2,89.75,108.0,5.5
Meyers Leonard,SOLID,32,78.6,112.5,22.0,58.6,61.77,9.1,23.5,9.9,18.7,93,127,0.732,169,280,0.604,1,11,0.091,6.9,0.9,43.6,2,3.80973,119.265,3.7,0.63237645,94.6348,88.2181,4.16046,210.3,6.54568,1.57784,4.96784,6.26746,31.8125,3.03494,3.23251,2.2812,5.9062,8.1875,1.3438,0.4688,1.875,13.5625,83.75,85.25,249.8,87.0,108.0,5.7
Dion Waiters,SOLID,37,60.0,115.9,25.4,53.4,56.53,2.4,8.2,21.2,12.9,86,118,0.729,129,244,0.529,41,113,0.363,1.5,4.6,33.1,2,3.80116,129.992,3.1,1.91667314,92.5144,87.8998,3.20202,172.467,8.0106,6.20125,1.80935,9.86572,24.0811,5.86491,4.00081,0.4865,1.8108,2.2973,2.4865,1.8108,0.3243,12.6216,74.5,76.0,221.0,79.25,98.0,8.5
Marquis Teague,SOLID,40,81.4,99.8,21.0,44.9,49.08,1.6,6.7,25.5,23.8,85,119,0.714,119,272,0.438,26,80,0.325,0.8,1.7,33.8,1,2.48876,106.366,2.8,1.75229367,97.6421,92.8966,3.78126,188.101,2.43779,2.24767,0.190118,1.21593,32.575,0.654154,0.561773,0.425,2.1,2.525,4.775,0.925,0.275,10.025,73.0,74.0,179.8,79.25,96.5,6.3
John Jenkins,SOLID,35,80.9,126.4,23.6,62.0,65.58,1.7,8.2,8.4,12.0,128,153,0.837,83,153,0.542,134,305,0.439,1.0,1.5,33.4,3,6.27491,138.698,1.4,0.76365026,102.238,96.4593,3.45085,175.039,8.45478,8.36461,0.090178,11.3378,33.6286,10.1899,1.14788,0.4571,2.4286,2.8857,1.2,0.8286,0.3143,19.8857,75.25,76.25,212.0,80.5,98.0,7.1
Bernard James,BUST,35,68.9,106.8,20.2,60.6,60.17,13.6,19.7,3.6,21.7,64,116,0.552,157,259,0.606,0,0,0.0,9.5,1.6,44.8,4,2.67737,112.327,2.8,0.21915903,87.9861,83.5886,4.09187,222.254,7.70478,1.60206,6.10272,7.09472,27.9714,3.51769,3.57703,3.0571,5.0286,8.0857,0.4571,0.7429,2.3429,10.8,80.75,82.0,229.8,87.0,108.5,5.0
Thomas Robinson,BUST,39,79.2,106.7,29.4,51.2,54.87,11.1,30.7,13.1,16.8,163,239,0.682,254,503,0.505,7,14,0.5,2.9,2.0,46.2,3,4.63034,126.452,3.5,0.69231637,84.1211,78.9353,5.21431,313.096,6.34106,2.2429,4.09816,7.56676,31.7949,4.77229,2.79446,2.8974,8.9744,11.8718,1.8462,1.0769,0.8718,17.7436,79.75,80.75,244.2,87.25,106.0,5.0
Terrence Ross,SOLID,35,77.2,111.9,23.3,53.4,55.77,4.7,17.6,9.2,15.5,72,94,0.766,143,276,0.518,72,194,0.371,3.0,2.3,20.0,2,3.77753,119.619,3.6,0.69999999,95.3759,92.0641,3.67196,235.384,5.77755,3.37502,2.40253,7.31254,31.0857,4.99144,2.32109,1.3714,5.0571,6.4286,1.4,1.2571,0.9429,16.4,78.0,79.0,196.6,79.25,100.5,3.2
Andrew Nicholson,BUST,32,74.3,116.7,28.1,60.1,63.77,11.2,22.8,9.4,18.1,128,165,0.776,197,332,0.593,23,53,0.434,7.3,1.3,42.9,4,4.86049,131.488,3.7,0.41248002,93.7441,91.5303,3.59007,207.66,8.05175,4.51105,3.54069,9.51839,30.0625,7.33232,2.18607,2.5938,5.8125,8.4062,1.0312,0.6562,1.9688,18.4688,80.5,81.5,234.0,88.0,107.0,7.6
Kyle O'Quinn,SOLID,34,77.2,113.8,25.0,59.6,63.0,11.6,25.0,11.2,19.5,150,213,0.704,187,301,0.621,6,28,0.214,9.1,1.1,64.7,4,3.519,117.174,4.1,0.56181236,91.3461,93.0869,3.56579,255.631,6.66757,1.93795,4.72962,5.50635,31.2353,3.33678,2.16957,3.0294,7.0882,10.1176,1.4706,0.5882,2.7059,15.9412,80.5,82.0,240.8,88.75,106.5,8.0
Kevin Murphy,BUST,31,85.8,102.1,30.5,51.3,54.3,3.1,15.6,17.0,18.6,113,159,0.711,148,330,0.448,76,181,0.42,0.7,1.4,31.1,4,3.4083,112.955,2.5,0.69232142,104.766,105.379,2.49845,185.739,-0.706088,1.02354,-1.72962,1.04973,34.6129,3.12807,-2.07835,0.871,4.4516,5.3226,2.3226,0.8065,0.2258,20.5484,77.0,78.25,194.0,78.75,99.0,5.8
